Timestamp; Orders ; Extracted; Remaining
321;1000;0;0
1291;1000;1000;0
2302;1000;720;0
3315;1000;1000;0
4328;1000;1000;0
5331;1000;1000;0
6341;1000;1000;0
7350;1000;1000;0
8367;1000;1000;0
9378;1000;1000;0
10389;1000;1000;0
11389;1000;1000;0
12397;1000;1000;0
13413;1000;1000;0
14424;1000;1000;0
15423;1000;1000;0
16434;1000;1000;0
17446;1000;1000;0
18461;1000;1000;0
19468;1000;1000;0
20483;1000;1000;0
21495;1000;1000;0
22507;1000;1000;0
23518;1000;1000;0
24521;1000;1000;0
25536;1000;1000;0
26552;1000;1000;0
27565;1000;1000;0
28572;1000;1000;0
29587;1000;1000;0
30598;1000;1000;0
31606;1000;1000;0
32615;1000;1000;0
33627;1000;1000;0
34636;1000;1000;0
35640;1000;1000;0
36655;1000;1000;0
37665;1000;1000;0
38679;1000;1000;0
39691;1000;1000;0
40704;1000;1000;0
41716;1000;1000;0
42728;1000;1000;0
43729;1000;1000;0
44729;1000;1000;0
45743;1000;1000;0
46744;1000;1000;0
47754;1000;1000;0
48768;1000;1000;0
49773;1000;1000;0
50785;1000;1000;0
51788;1000;1000;0
52801;1000;1000;0
53804;1000;1000;0
54816;1000;1000;0
55828;1000;1000;0
56841;1000;1000;0
57852;1000;1000;0
58866;1000;1000;0
59880;1000;1000;0
60886;1000;1000;0
61888;1000;1000;0
62901;1000;1000;0
63914;1000;1000;0
64926;1000;1000;0
65941;1000;1000;0
66955;1000;1000;0
67968;1000;1000;0
68982;1000;1000;0
69983;1000;1000;0
70993;1000;1000;0
72006;1000;1000;0
73019;1000;1000;0
74028;1000;1000;0
75043;1000;1000;0
76045;1000;1000;0
77053;1000;1000;0
78057;1000;1000;0
79070;1000;1000;0
80072;1000;1000;0
81079;1000;1000;0
82086;1000;1000;0
83087;1000;1000;0
84090;1000;1000;0
85105;1000;1000;0
86119;1000;1000;0
87120;1000;1000;0
88133;1000;1000;0
89146;1000;1000;0
90148;1000;1000;0
91159;1000;1000;0
92161;1000;1000;0
93163;1000;1000;0
94175;1000;1000;0
95175;1000;1000;0
96190;1000;1000;0
97202;1000;1000;0
98213;1000;1000;0
99228;1000;1000;0
100229;1000;1000;0
101241;1000;1000;0
102256;1000;1000;0
103272;1000;1000;0
104271;1000;1000;0
105274;1000;1000;0
106285;1000;1000;0
107288;1000;1000;0
108302;1000;1000;0
109313;1000;1000;0
110314;1000;1000;0
111318;1000;1000;0
112321;1000;1000;0
113334;1000;1000;0
114333;1000;1000;0
115344;1000;1000;0
116351;1000;1000;0
117360;1000;1000;0
118371;1000;1000;0
119376;1000;1000;0
120387;1000;1000;0
121401;1000;1000;0
122412;1000;1000;0
123425;1000;1000;0
124440;1000;1000;0
125453;1000;1000;0
126454;1000;1000;0
127464;1000;1000;0
128477;1000;1000;0
129492;1000;1000;0
130505;1000;1000;0
131515;1000;1000;0
132517;1000;1000;0
133527;1000;1000;0
134541;1000;1000;0
135551;1000;1000;0
136552;1000;1000;0
137566;1000;1000;0
138568;1000;1000;0
139578;1000;1000;0
140591;1000;1000;0
141595;1000;1000;0
142610;1000;1000;0
143623;1000;1000;0
144637;1000;1000;0
145654;1000;1000;0
146666;1000;1000;0
147679;1000;1000;0
148692;1000;1000;0
149703;1000;1000;0
150717;1000;1000;0
151729;1000;1000;0
152740;1000;1000;0
153754;1000;1000;0
154757;1000;1000;0
155770;1000;1000;0
156779;1000;1000;0
157795;1000;1000;0
158793;1000;1000;0
159796;1000;1000;0
160807;1000;1000;0
161820;1000;1000;0
162833;1000;1000;0
163835;1000;1000;0
164841;1000;1000;0
165845;1000;1000;0
166860;1000;1000;0
167876;1000;1000;0
168887;1000;1000;0
169896;1000;1000;0
170903;1000;1000;0
171907;1000;1000;0
172917;1000;1000;0
173926;1000;1000;0
174939;1000;1000;0
175940;1000;1000;0
176952;1000;1000;0
177966;1000;1000;0
178978;1000;1000;0
179981;1000;1000;0
180981;1000;1000;0
181995;1000;1000;0
183009;1000;1000;0
184023;1000;1000;0
185034;1000;1000;0
186045;1000;1000;0
187058;1000;1000;0
188066;1000;1000;0
189078;1000;1000;0
190091;1000;1000;0
191103;1000;1000;0
192117;1000;1000;0
193129;1000;1000;0
194136;1000;1000;0
195149;1000;1000;0
196161;1000;1000;0
197171;1000;1000;0
198184;1000;1000;0
199195;1000;1000;0
200195;1000;1000;0
201206;1000;1000;0
202214;1000;1000;0
203229;1000;1000;0
204239;1000;1000;0
205247;1000;1000;0
206260;1000;1000;0
207265;1000;1000;0
208276;1000;1000;0
209291;1000;1000;0
210300;1000;1000;0
211300;1000;1000;0
212302;1000;1000;0
213314;1000;1000;0
214326;1000;1000;0
215341;1000;1000;0
216354;1000;1000;0
217367;1000;1000;0
218378;1000;1000;0
219393;1000;1000;0
220408;1000;1000;0
221420;1000;1000;0
222419;1000;1000;0
223423;1000;1000;0
224438;1000;1000;0
225451;1000;1000;0
226464;1000;1000;0
227475;1000;1000;0
228480;1000;1000;0
229490;1000;1000;0
230501;1000;1000;0
231515;1000;1000;0
232526;1000;1000;0
233538;1000;1000;0
234551;1000;1000;0
235562;1000;1000;0
236578;1000;1000;0
237590;1000;1000;0
238602;1000;1000;0
239616;1000;1000;0
240626;1000;1000;0
241635;1000;1000;0
242646;1000;1000;0
243645;1000;1000;0
244661;1000;1000;0
245671;1000;1000;0
246683;1000;1000;0
247696;1000;1000;0
248710;1000;1000;0
249723;1000;1000;0
250722;1000;1000;0
251732;1000;1000;0
252742;1000;1000;0
253752;1000;1000;0
254763;1000;1000;0
255774;1000;1000;0
256789;1000;1000;0
257800;1000;1000;0
258810;1000;1000;0
259823;1000;1000;0
260838;1000;1000;0
261852;1000;1000;0
262866;1000;1000;0
263875;1000;1000;0
264888;1000;1000;0
265901;1000;1000;0
266914;1000;1000;0
267916;1000;1000;0
268923;1000;1000;0
269927;1000;1000;0
270928;1000;1000;0
271935;1000;1000;0
272938;1000;1000;0
273949;1000;1000;0
274957;1000;1000;0
275962;1000;1000;0
276969;1000;1000;0
277974;1000;1000;0
278985;1000;1000;0
280001;1000;1000;0
281009;1000;1000;0
282011;1000;1000;0
283022;1000;1000;0
284037;1000;1000;0
285040;1000;1000;0
286043;1000;1000;0
287057;1000;1000;0
288070;1000;1000;0
289082;1000;1000;0
290085;1000;1000;0
291095;1000;1000;0
292111;1000;1000;0
293121;1000;1000;0
294135;1000;1000;0
295138;1000;1000;0
296151;1000;1000;0
297159;1000;1000;0
298170;1000;1000;0
299182;1000;1000;0
300185;1000;1000;0
301189;1000;1000;0
302189;1000;1000;0
303203;1000;1000;0
304216;1000;1000;0
305219;1000;1000;0
306219;1000;1000;0
307231;1000;1000;0
308244;1000;1000;0
309254;1000;1000;0
310267;1000;1000;0
311280;1000;1000;0
312293;1000;1000;0
313307;1000;1000;0
314315;1000;1000;0
315328;1000;1000;0
316340;1000;1000;0
317351;1000;1000;0
318362;1000;1000;0
319373;1000;1000;0
320374;1000;1000;0
321375;1000;1000;0
322377;1000;1000;0
323385;1000;1000;0
324396;1000;1000;0
325410;1000;1000;0
326426;1000;1000;0
327439;1000;1000;0
328441;1000;1000;0
329457;1000;1000;0
330457;1000;1000;0
331471;1000;1000;0
332486;1000;1000;0
333499;1000;1000;0
334513;1000;1000;0
335521;1000;1000;0
336534;1000;1000;0
337544;1000;1000;0
338556;1000;1000;0
339568;1000;1000;0
340580;1000;1000;0
341590;1000;1000;0
342602;1000;1000;0
343602;1000;1000;0
344616;1000;1000;0
345621;1000;1000;0
346630;1000;1000;0
347645;1000;1000;0
348659;1000;1000;0
349670;1000;1000;0
350682;1000;1000;0
351696;1000;1000;0
352697;1000;1000;0
353711;1000;1000;0
354724;1000;412;0
355738;1000;163;0
356752;1000;148;0
357768;1000;180;0
358771;1000;172;0
359776;1000;477;0
360786;1000;334;0
361793;1000;261;0
362808;1000;287;0
363822;1000;154;0
364832;1000;260;0
365847;1000;143;0
366860;1000;329;0
367860;1000;134;0
368864;1000;191;0
369873;1000;337;0
370884;1000;335;0
371897;1000;458;0
372909;1000;209;0
373917;1000;228;0
374931;1000;354;0
375944;1000;410;0
376955;1000;207;0
377970;1000;160;0
378983;1000;314;0
379996;1000;144;0
380998;1000;368;0
382011;1000;93;0
383023;1000;618;0
384035;1000;130;0
385035;1000;17;0
386041;1000;415;0
387053;1000;62;0
388070;1000;112;0
389080;1000;131;0
390093;1000;178;0
391108;1000;369;0
392118;1000;344;0
393133;1000;153;0
394133;1000;250;0
395135;1000;452;0
396145;1000;157;0
397159;1000;303;0
398172;1000;131;0
399189;1000;210;0
400199;1000;167;0
401212;1000;239;0
402221;1000;244;0
403236;1000;302;0
404249;1000;176;0
405258;1000;165;0
406273;1000;412;0
407283;1000;77;0
408296;1000;244;0
409303;1000;84;0
410316;1000;376;0
411328;1000;93;0
412339;1000;108;0
413350;1000;181;0
414365;1000;70;0
415366;1000;76;0
416379;1000;296;0
417392;1000;320;0
418404;1000;189;0
419418;1000;299;0
420422;1000;91;0
421423;1000;302;0
422436;1000;372;0
423439;1000;178;0
424453;1000;157;0
425463;1000;310;0
426474;1000;292;0
427489;1000;280;0
428503;1000;203;0
429513;1000;209;0
430525;1000;113;0
431538;1000;292;0
432550;1000;326;0
433562;1000;296;0
434573;1000;154;0
435586;1000;204;0
436597;1000;262;0
437610;1000;277;0
438622;1000;252;0
